authour_id,book_id,last_update
6,902,2/15/2006 5:05
6,994,2/15/2006 5:05
7,25,2/15/2006 5:05
7,27,2/15/2006 5:05
7,35,2/15/2006 5:05
7,67,2/15/2006 5:05
7,96,2/15/2006 5:05
7,170,2/15/2006 5:05
7,173,2/15/2006 5:05
7,217,2/15/2006 5:05
7,218,2/15/2006 5:05
7,225,2/15/2006 5:05
7,292,2/15/2006 5:05
7,351,2/15/2006 5:05
7,414,2/15/2006 5:05
7,463,2/15/2006 5:05
7,554,2/15/2006 5:05
7,618,2/15/2006 5:05
7,633,2/15/2006 5:05
7,637,2/15/2006 5:05
7,691,2/15/2006 5:05
7,758,2/15/2006 5:05
7,766,2/15/2006 5:05
7,770,2/15/2006 5:05
7,805,2/15/2006 5:05
7,806,2/15/2006 5:05
7,846,2/15/2006 5:05
7,900,2/15/2006 5:05
7,901,2/15/2006 5:05
7,910,2/15/2006 5:05
7,957,2/15/2006 5:05
7,959,2/15/2006 5:05
8,47,2/15/2006 5:05
8,115,2/15/2006 5:05
8,158,2/15/2006 5:05
8,179,2/15/2006 5:05
8,195,2/15/2006 5:05
8,205,2/15/2006 5:05
8,255,2/15/2006 5:05
8,263,2/15/2006 5:05
8,321,2/15/2006 5:05
8,396,2/15/2006 5:05
8,458,2/15/2006 5:05
8,523,2/15/2006 5:05
8,532,2/15/2006 5:05
8,554,2/15/2006 5:05
8,752,2/15/2006 5:05
8,769,2/15/2006 5:05
8,771,2/15/2006 5:05
8,859,2/15/2006 5:05
8,895,2/15/2006 5:05
8,936,2/15/2006 5:05
9,30,2/15/2006 5:05
9,74,2/15/2006 5:05
9,147,2/15/2006 5:05
9,148,2/15/2006 5:05
9,191,2/15/2006 5:05
9,200,2/15/2006 5:05
9,204,2/15/2006 5:05
9,434,2/15/2006 5:05
9,510,2/15/2006 5:05
9,514,2/15/2006 5:05
9,552,2/15/2006 5:05
9,650,2/15/2006 5:05
9,671,2/15/2006 5:05
9,697,2/15/2006 5:05
9,722,2/15/2006 5:05
9,752,2/15/2006 5:05
9,811,2/15/2006 5:05
9,815,2/15/2006 5:05
9,865,2/15/2006 5:05
9,873,2/15/2006 5:05
9,889,2/15/2006 5:05
9,903,2/15/2006 5:05
9,926,2/15/2006 5:05
9,964,2/15/2006 5:05
9,974,2/15/2006 5:05
10,1,2/15/2006 5:05
10,9,2/15/2006 5:05
10,191,2/15/2006 5:05
10,236,2/15/2006 5:05
10,251,2/15/2006 5:05
10,366,2/15/2006 5:05
10,477,2/15/2006 5:05
10,480,2/15/2006 5:05
10,522,2/15/2006 5:05
10,530,2/15/2006 5:05
10,587,2/15/2006 5:05
10,694,2/15/2006 5:05
10,703,2/15/2006 5:05
10,716,2/15/2006 5:05
10,782,2/15/2006 5:05
10,914,2/15/2006 5:05
10,929,2/15/2006 5:05
10,930,2/15/2006 5:05
10,964,2/15/2006 5:05
10,966,2/15/2006 5:05
10,980,2/15/2006 5:05
10,983,2/15/2006 5:05
11,118,2/15/2006 5:05
11,205,2/15/2006 5:05
11,281,2/15/2006 5:05
11,283,2/15/2006 5:05
11,348,2/15/2006 5:05
11,364,2/15/2006 5:05
11,395,2/15/2006 5:05
11,429,2/15/2006 5:05
11,433,2/15/2006 5:05
11,453,2/15/2006 5:05
11,485,2/15/2006 5:05
11,532,2/15/2006 5:05
11,567,2/15/2006 5:05
11,587,2/15/2006 5:05
11,597,2/15/2006 5:05
11,636,2/15/2006 5:05
11,709,2/15/2006 5:05
11,850,2/15/2006 5:05
11,854,2/15/2006 5:05
11,888,2/15/2006 5:05
11,896,2/15/2006 5:05
11,928,2/15/2006 5:05
11,938,2/15/2006 5:05
11,969,2/15/2006 5:05
11,988,2/15/2006 5:05
12,16,2/15/2006 5:05
12,17,2/15/2006 5:05
12,34,2/15/2006 5:05
12,37,2/15/2006 5:05
12,91,2/15/2006 5:05
12,92,2/15/2006 5:05
12,107,2/15/2006 5:05
12,155,2/15/2006 5:05
12,177,2/15/2006 5:05
12,208,2/15/2006 5:05
12,213,2/15/2006 5:05
12,216,2/15/2006 5:05
12,243,2/15/2006 5:05
12,344,2/15/2006 5:05
12,400,2/15/2006 5:05
12,416,2/15/2006 5:05
12,420,2/15/2006 5:05
12,457,2/15/2006 5:05
12,513,2/15/2006 5:05
12,540,2/15/2006 5:05
12,593,2/15/2006 5:05
12,631,2/15/2006 5:05
12,635,2/15/2006 5:05
12,672,2/15/2006 5:05
12,716,2/15/2006 5:05
12,728,2/15/2006 5:05
12,812,2/15/2006 5:05
12,838,2/15/2006 5:05
12,871,2/15/2006 5:05
12,880,2/15/2006 5:05
12,945,2/15/2006 5:05
13,17,2/15/2006 5:05
13,29,2/15/2006 5:05
13,45,2/15/2006 5:05
13,87,2/15/2006 5:05
13,110,2/15/2006 5:05
13,144,2/15/2006 5:05
13,154,2/15/2006 5:05
13,162,2/15/2006 5:05
13,203,2/15/2006 5:05
13,254,2/15/2006 5:05
13,337,2/15/2006 5:05
13,346,2/15/2006 5:05
13,381,2/15/2006 5:05
13,385,2/15/2006 5:05
13,427,2/15/2006 5:05
13,456,2/15/2006 5:05
13,513,2/15/2006 5:05
13,515,2/15/2006 5:05
13,522,2/15/2006 5:05
13,524,2/15/2006 5:05
13,528,2/15/2006 5:05
13,571,2/15/2006 5:05
13,588,2/15/2006 5:05
13,597,2/15/2006 5:05
13,600,2/15/2006 5:05
13,718,2/15/2006 5:05
13,729,2/15/2006 5:05
13,816,2/15/2006 5:05
13,817,2/15/2006 5:05
13,832,2/15/2006 5:05
13,833,2/15/2006 5:05
13,843,2/15/2006 5:05
13,897,2/15/2006 5:05
13,966,2/15/2006 5:05
13,998,2/15/2006 5:05
14,154,2/15/2006 5:05
14,187,2/15/2006 5:05
14,232,2/15/2006 5:05
14,241,2/15/2006 5:05
14,253,2/15/2006 5:05
14,255,2/15/2006 5:05
14,258,2/15/2006 5:05
14,284,2/15/2006 5:05
14,292,2/15/2006 5:05
14,370,2/15/2006 5:05
14,415,2/15/2006 5:05
14,417,2/15/2006 5:05
14,418,2/15/2006 5:05
14,454,2/15/2006 5:05
14,472,2/15/2006 5:05
14,475,2/15/2006 5:05
14,495,2/15/2006 5:05
14,536,2/15/2006 5:05
14,537,2/15/2006 5:05
14,612,2/15/2006 5:05
14,688,2/15/2006 5:05
14,759,2/15/2006 5:05
14,764,2/15/2006 5:05
14,847,2/15/2006 5:05
14,856,2/15/2006 5:05
14,890,2/15/2006 5:05
14,908,2/15/2006 5:05
14,919,2/15/2006 5:05
14,948,2/15/2006 5:05
14,970,2/15/2006 5:05
15,31,2/15/2006 5:05
15,89,2/15/2006 5:05
15,91,2/15/2006 5:05
15,108,2/15/2006 5:05
15,125,2/15/2006 5:05
15,236,2/15/2006 5:05
15,275,2/15/2006 5:05
15,280,2/15/2006 5:05
15,326,2/15/2006 5:05
15,342,2/15/2006 5:05
15,414,2/15/2006 5:05
15,445,2/15/2006 5:05
15,500,2/15/2006 5:05
15,502,2/15/2006 5:05
15,541,2/15/2006 5:05
15,553,2/15/2006 5:05
15,594,2/15/2006 5:05
15,626,2/15/2006 5:05
15,635,2/15/2006 5:05
15,745,2/15/2006 5:05
15,783,2/15/2006 5:05
15,795,2/15/2006 5:05
15,817,2/15/2006 5:05
15,886,2/15/2006 5:05
15,924,2/15/2006 5:05
15,949,2/15/2006 5:05
15,968,2/15/2006 5:05
15,985,2/15/2006 5:05
16,80,2/15/2006 5:05
16,87,2/15/2006 5:05
16,101,2/15/2006 5:05
16,121,2/15/2006 5:05
16,155,2/15/2006 5:05
16,177,2/15/2006 5:05
16,218,2/15/2006 5:05
16,221,2/15/2006 5:05
16,267,2/15/2006 5:05
16,269,2/15/2006 5:05
16,271,2/15/2006 5:05
16,280,2/15/2006 5:05
16,287,2/15/2006 5:05
16,345,2/15/2006 5:05
16,438,2/15/2006 5:05
16,453,2/15/2006 5:05
16,455,2/15/2006 5:05
16,456,2/15/2006 5:05
16,503,2/15/2006 5:05
16,548,2/15/2006 5:05
16,582,2/15/2006 5:05
16,583,2/15/2006 5:05
16,717,2/15/2006 5:05
16,758,2/15/2006 5:05
16,779,2/15/2006 5:05
16,886,2/15/2006 5:05
16,967,2/15/2006 5:05
17,96,2/15/2006 5:05
17,119,2/15/2006 5:05
17,124,2/15/2006 5:05
17,127,2/15/2006 5:05
17,154,2/15/2006 5:05
17,199,2/15/2006 5:05
17,201,2/15/2006 5:05
17,236,2/15/2006 5:05
17,280,2/15/2006 5:05
17,310,2/15/2006 5:05
17,313,2/15/2006 5:05
17,378,2/15/2006 5:05
17,457,2/15/2006 5:05
17,469,2/15/2006 5:05
17,478,2/15/2006 5:05
17,500,2/15/2006 5:05
17,515,2/15/2006 5:05
17,521,2/15/2006 5:05
17,573,2/15/2006 5:05
17,603,2/15/2006 5:05
17,606,2/15/2006 5:05
17,734,2/15/2006 5:05
17,770,2/15/2006 5:05
17,794,2/15/2006 5:05
17,800,2/15/2006 5:05
17,853,2/15/2006 5:05
17,873,2/15/2006 5:05
17,874,2/15/2006 5:05
17,880,2/15/2006 5:05
17,948,2/15/2006 5:05
17,957,2/15/2006 5:05
17,959,2/15/2006 5:05
18,44,2/15/2006 5:05
18,84,2/15/2006 5:05
18,144,2/15/2006 5:05
18,172,2/15/2006 5:05
18,268,2/15/2006 5:05
18,279,2/15/2006 5:05
18,280,2/15/2006 5:05
18,321,2/15/2006 5:05
18,386,2/15/2006 5:05
18,460,2/15/2006 5:05
18,462,2/15/2006 5:05
18,484,2/15/2006 5:05
18,536,2/15/2006 5:05
18,561,2/15/2006 5:05
18,612,2/15/2006 5:05
18,717,2/15/2006 5:05
18,808,2/15/2006 5:05
18,842,2/15/2006 5:05
18,863,2/15/2006 5:05
18,883,2/15/2006 5:05
18,917,2/15/2006 5:05
18,944,2/15/2006 5:05
19,2,2/15/2006 5:05
19,3,2/15/2006 5:05
19,144,2/15/2006 5:05
19,152,2/15/2006 5:05
19,182,2/15/2006 5:05
19,208,2/15/2006 5:05
19,212,2/15/2006 5:05
19,217,2/15/2006 5:05
19,266,2/15/2006 5:05
19,404,2/15/2006 5:05
19,428,2/15/2006 5:05
19,473,2/15/2006 5:05
19,490,2/15/2006 5:05
19,510,2/15/2006 5:05
19,513,2/15/2006 5:05
19,644,2/15/2006 5:05
19,670,2/15/2006 5:05
19,673,2/15/2006 5:05
19,711,2/15/2006 5:05
19,750,2/15/2006 5:05
19,752,2/15/2006 5:05
19,756,2/15/2006 5:05
19,771,2/15/2006 5:05
19,785,2/15/2006 5:05
19,877,2/15/2006 5:05
20,1,2/15/2006 5:05
20,54,2/15/2006 5:05
20,63,2/15/2006 5:05
20,140,2/15/2006 5:05
20,146,2/15/2006 5:05
20,165,2/15/2006 5:05
20,231,2/15/2006 5:05
20,243,2/15/2006 5:05
20,269,2/15/2006 5:05
20,274,2/15/2006 5:05
20,348,2/15/2006 5:05
20,366,2/15/2006 5:05
20,445,2/15/2006 5:05
20,478,2/15/2006 5:05
20,492,2/15/2006 5:05
20,499,2/15/2006 5:05
20,527,2/15/2006 5:05
20,531,2/15/2006 5:05
20,538,2/15/2006 5:05
20,589,2/15/2006 5:05
20,643,2/15/2006 5:05
20,652,2/15/2006 5:05
20,663,2/15/2006 5:05
20,714,2/15/2006 5:05
20,717,2/15/2006 5:05
20,757,2/15/2006 5:05
20,784,2/15/2006 5:05
20,863,2/15/2006 5:05
20,962,2/15/2006 5:05
20,977,2/15/2006 5:05
21,6,2/15/2006 5:05
21,87,2/15/2006 5:05
21,88,2/15/2006 5:05
21,142,2/15/2006 5:05
21,159,2/15/2006 5:05
21,179,2/15/2006 5:05
21,253,2/15/2006 5:05
21,281,2/15/2006 5:05
21,321,2/15/2006 5:05
21,398,2/15/2006 5:05
21,426,2/15/2006 5:05
21,429,2/15/2006 5:05
21,497,2/15/2006 5:05
21,507,2/15/2006 5:05
21,530,2/15/2006 5:05
21,680,2/15/2006 5:05
21,686,2/15/2006 5:05
21,700,2/15/2006 5:05
21,702,2/15/2006 5:05
21,733,2/15/2006 5:05
21,734,2/15/2006 5:05
21,798,2/15/2006 5:05
21,804,2/15/2006 5:05
21,887,2/15/2006 5:05
21,893,2/15/2006 5:05
21,920,2/15/2006 5:05
21,983,2/15/2006 5:05
22,9,2/15/2006 5:05
22,23,2/15/2006 5:05
22,56,2/15/2006 5:05
22,89,2/15/2006 5:05
22,111,2/15/2006 5:05
22,146,2/15/2006 5:05
22,291,2/15/2006 5:05
22,294,2/15/2006 5:05
22,349,2/15/2006 5:05
22,369,2/15/2006 5:05
22,418,2/15/2006 5:05
22,430,2/15/2006 5:05
22,483,2/15/2006 5:05
22,491,2/15/2006 5:05
22,495,2/15/2006 5:05
22,536,2/15/2006 5:05
22,600,2/15/2006 5:05
22,634,2/15/2006 5:05
22,648,2/15/2006 5:05
22,688,2/15/2006 5:05
22,731,2/15/2006 5:05
22,742,2/15/2006 5:05
22,775,2/15/2006 5:05
22,802,2/15/2006 5:05
22,912,2/15/2006 5:05
22,964,2/15/2006 5:05
23,6,2/15/2006 5:05
23,42,2/15/2006 5:05
23,78,2/15/2006 5:05
23,105,2/15/2006 5:05
23,116,2/15/2006 5:05
23,117,2/15/2006 5:05
23,125,2/15/2006 5:05
23,212,2/15/2006 5:05
23,226,2/15/2006 5:05
23,235,2/15/2006 5:05
23,254,2/15/2006 5:05
23,367,2/15/2006 5:05
23,370,2/15/2006 5:05
23,414,2/15/2006 5:05
23,419,2/15/2006 5:05
23,435,2/15/2006 5:05
23,449,2/15/2006 5:05
23,491,2/15/2006 5:05
23,536,2/15/2006 5:05
23,549,2/15/2006 5:05
23,636,2/15/2006 5:05
23,649,2/15/2006 5:05
23,673,2/15/2006 5:05
23,691,2/15/2006 5:05
23,766,2/15/2006 5:05
23,782,2/15/2006 5:05
23,804,2/15/2006 5:05
23,820,2/15/2006 5:05
23,826,2/15/2006 5:05
23,833,2/15/2006 5:05
23,842,2/15/2006 5:05
23,853,2/15/2006 5:05
23,855,2/15/2006 5:05
23,856,2/15/2006 5:05
23,935,2/15/2006 5:05
23,981,2/15/2006 5:05
23,997,2/15/2006 5:05
24,3,2/15/2006 5:05
24,83,2/15/2006 5:05
24,112,2/15/2006 5:05
24,126,2/15/2006 5:05
24,148,2/15/2006 5:05
24,164,2/15/2006 5:05
24,178,2/15/2006 5:05
24,194,2/15/2006 5:05
24,199,2/15/2006 5:05
24,242,2/15/2006 5:05
24,256,2/15/2006 5:05
24,277,2/15/2006 5:05
24,335,2/15/2006 5:05
24,405,2/15/2006 5:05
24,463,2/15/2006 5:05
24,515,2/15/2006 5:05
24,585,2/15/2006 5:05
24,603,2/15/2006 5:05
24,653,2/15/2006 5:05
24,704,2/15/2006 5:05
24,781,2/15/2006 5:05
24,829,2/15/2006 5:05
24,832,2/15/2006 5:05
24,969,2/15/2006 5:05
25,21,2/15/2006 5:05
25,86,2/15/2006 5:05
25,153,2/15/2006 5:05
25,179,2/15/2006 5:05
25,204,2/15/2006 5:05
25,213,2/15/2006 5:05
25,226,2/15/2006 5:05
25,245,2/15/2006 5:05
25,311,2/15/2006 5:05
25,404,2/15/2006 5:05
25,411,2/15/2006 5:05
25,420,2/15/2006 5:05
25,538,2/15/2006 5:05
25,564,2/15/2006 5:05
25,583,2/15/2006 5:05
25,606,2/15/2006 5:05
25,688,2/15/2006 5:05
25,697,2/15/2006 5:05
25,755,2/15/2006 5:05
25,871,2/15/2006 5:05
25,914,2/15/2006 5:05
26,9,2/15/2006 5:05
26,21,2/15/2006 5:05
26,34,2/15/2006 5:05
26,90,2/15/2006 5:05
26,93,2/15/2006 5:05
26,103,2/15/2006 5:05
26,147,2/15/2006 5:05
26,186,2/15/2006 5:05
26,201,2/15/2006 5:05
26,225,2/15/2006 5:05
26,241,2/15/2006 5:05
26,327,2/15/2006 5:05
26,329,2/15/2006 5:05
26,340,2/15/2006 5:05
26,345,2/15/2006 5:05
26,390,2/15/2006 5:05
26,392,2/15/2006 5:05
26,529,2/15/2006 5:05
26,544,2/15/2006 5:05
26,564,2/15/2006 5:05
26,635,2/15/2006 5:05
26,644,2/15/2006 5:05
26,682,2/15/2006 5:05
26,688,2/15/2006 5:05
26,715,2/15/2006 5:05
26,732,2/15/2006 5:05
26,758,2/15/2006 5:05
26,764,2/15/2006 5:05
26,795,2/15/2006 5:05
26,821,2/15/2006 5:05
26,885,2/15/2006 5:05
26,904,2/15/2006 5:05
26,906,2/15/2006 5:05
27,19,2/15/2006 5:05
27,34,2/15/2006 5:05
27,85,2/15/2006 5:05
27,150,2/15/2006 5:05
27,172,2/15/2006 5:05
27,273,2/15/2006 5:05
27,334,2/15/2006 5:05
27,347,2/15/2006 5:05
27,359,2/15/2006 5:05
27,398,2/15/2006 5:05
27,415,2/15/2006 5:05
27,462,2/15/2006 5:05
27,477,2/15/2006 5:05
27,500,2/15/2006 5:05
27,503,2/15/2006 5:05
27,540,2/15/2006 5:05
27,586,2/15/2006 5:05
27,593,2/15/2006 5:05
27,637,2/15/2006 5:05
27,679,2/15/2006 5:05
27,682,2/15/2006 5:05
27,695,2/15/2006 5:05
27,771,2/15/2006 5:05
27,805,2/15/2006 5:05
27,830,2/15/2006 5:05
27,854,2/15/2006 5:05
27,873,2/15/2006 5:05
27,880,2/15/2006 5:05
27,889,2/15/2006 5:05
27,904,2/15/2006 5:05
27,967,2/15/2006 5:05
27,986,2/15/2006 5:05
27,996,2/15/2006 5:05
28,14,2/15/2006 5:05
28,43,2/15/2006 5:05
28,58,2/15/2006 5:05
28,74,2/15/2006 5:05
28,96,2/15/2006 5:05
28,107,2/15/2006 5:05
28,259,2/15/2006 5:05
28,263,2/15/2006 5:05
28,287,2/15/2006 5:05
28,358,2/15/2006 5:05
28,502,2/15/2006 5:05
28,508,2/15/2006 5:05
28,532,2/15/2006 5:05
28,551,2/15/2006 5:05
28,574,2/15/2006 5:05
28,597,2/15/2006 5:05
28,619,2/15/2006 5:05
28,625,2/15/2006 5:05
28,652,2/15/2006 5:05
28,679,2/15/2006 5:05
28,743,2/15/2006 5:05
28,790,2/15/2006 5:05
28,793,2/15/2006 5:05
28,816,2/15/2006 5:05
28,827,2/15/2006 5:05
28,835,2/15/2006 5:05
28,879,2/15/2006 5:05
28,908,2/15/2006 5:05
28,953,2/15/2006 5:05
28,973,2/15/2006 5:05
28,994,2/15/2006 5:05
29,10,2/15/2006 5:05
29,79,2/15/2006 5:05
29,105,2/15/2006 5:05
29,110,2/15/2006 5:05
29,131,2/15/2006 5:05
29,133,2/15/2006 5:05
29,172,2/15/2006 5:05
29,226,2/15/2006 5:05
29,273,2/15/2006 5:05
29,282,2/15/2006 5:05
29,296,2/15/2006 5:05
29,311,2/15/2006 5:05
29,335,2/15/2006 5:05
29,342,2/15/2006 5:05
29,436,2/15/2006 5:05
29,444,2/15/2006 5:05
29,449,2/15/2006 5:05
29,462,2/15/2006 5:05
29,482,2/15/2006 5:05
29,488,2/15/2006 5:05
29,519,2/15/2006 5:05
29,547,2/15/2006 5:05
29,590,2/15/2006 5:05
29,646,2/15/2006 5:05
29,723,2/15/2006 5:05
29,812,2/15/2006 5:05
29,862,2/15/2006 5:05
29,928,2/15/2006 5:05
29,944,2/15/2006 5:05
30,1,2/15/2006 5:05
30,53,2/15/2006 5:05
30,64,2/15/2006 5:05
30,69,2/15/2006 5:05
30,77,2/15/2006 5:05
30,87,2/15/2006 5:05
30,260,2/15/2006 5:05
30,262,2/15/2006 5:05
30,286,2/15/2006 5:05
30,292,2/15/2006 5:05
30,301,2/15/2006 5:05
30,318,2/15/2006 5:05
30,321,2/15/2006 5:05
30,357,2/15/2006 5:05
30,565,2/15/2006 5:05
30,732,2/15/2006 5:05
30,797,2/15/2006 5:05
30,838,2/15/2006 5:05
30,945,2/15/2006 5:05
31,88,2/15/2006 5:05
31,146,2/15/2006 5:05
31,163,2/15/2006 5:05
31,164,2/15/2006 5:05
31,188,2/15/2006 5:05
31,299,2/15/2006 5:05
31,308,2/15/2006 5:05
31,368,2/15/2006 5:05
31,380,2/15/2006 5:05
31,431,2/15/2006 5:05
31,585,2/15/2006 5:05
31,637,2/15/2006 5:05
31,700,2/15/2006 5:05
31,739,2/15/2006 5:05
31,793,2/15/2006 5:05
31,802,2/15/2006 5:05
31,880,2/15/2006 5:05
31,978,2/15/2006 5:05
32,65,2/15/2006 5:05
32,84,2/15/2006 5:05
32,103,2/15/2006 5:05
32,112,2/15/2006 5:05
32,136,2/15/2006 5:05
32,197,2/15/2006 5:05
32,199,2/15/2006 5:05
32,219,2/15/2006 5:05
32,309,2/15/2006 5:05
32,312,2/15/2006 5:05
32,401,2/15/2006 5:05
32,427,2/15/2006 5:05
32,431,2/15/2006 5:05
32,523,2/15/2006 5:05
32,567,2/15/2006 5:05
32,585,2/15/2006 5:05
32,606,2/15/2006 5:05
32,651,2/15/2006 5:05
32,667,2/15/2006 5:05
32,669,2/15/2006 5:05
32,815,2/15/2006 5:05
32,928,2/15/2006 5:05
32,980,2/15/2006 5:05
33,56,2/15/2006 5:05
33,112,2/15/2006 5:05
33,135,2/15/2006 5:05
33,154,2/15/2006 5:05
33,214,2/15/2006 5:05
33,252,2/15/2006 5:05
33,305,2/15/2006 5:05
33,306,2/15/2006 5:05
33,473,2/15/2006 5:05
33,489,2/15/2006 5:05
33,574,2/15/2006 5:05
33,618,2/15/2006 5:05
33,667,2/15/2006 5:05
33,694,2/15/2006 5:05
33,712,2/15/2006 5:05
33,735,2/15/2006 5:05
33,737,2/15/2006 5:05
33,754,2/15/2006 5:05
33,775,2/15/2006 5:05
33,878,2/15/2006 5:05
33,881,2/15/2006 5:05
33,965,2/15/2006 5:05
33,972,2/15/2006 5:05
33,993,2/15/2006 5:05
34,43,2/15/2006 5:05
34,90,2/15/2006 5:05
34,119,2/15/2006 5:05
34,125,2/15/2006 5:05
34,172,2/15/2006 5:05
34,182,2/15/2006 5:05
34,244,2/15/2006 5:05
34,336,2/15/2006 5:05
34,389,2/15/2006 5:05
34,393,2/15/2006 5:05
34,438,2/15/2006 5:05
34,493,2/15/2006 5:05
34,502,2/15/2006 5:05
34,525,2/15/2006 5:05
34,668,2/15/2006 5:05
34,720,2/15/2006 5:05
34,779,2/15/2006 5:05
34,788,2/15/2006 5:05
34,794,2/15/2006 5:05
34,836,2/15/2006 5:05
34,846,2/15/2006 5:05
34,853,2/15/2006 5:05
34,929,2/15/2006 5:05
34,950,2/15/2006 5:05
34,971,2/15/2006 5:05
35,10,2/15/2006 5:05
35,35,2/15/2006 5:05
35,52,2/15/2006 5:05
35,201,2/15/2006 5:05
35,256,2/15/2006 5:05
35,389,2/15/2006 5:05
35,589,2/15/2006 5:05
35,612,2/15/2006 5:05
35,615,2/15/2006 5:05
35,707,2/15/2006 5:05
35,732,2/15/2006 5:05
35,738,2/15/2006 5:05
35,748,2/15/2006 5:05
35,817,2/15/2006 5:05
35,914,2/15/2006 5:05
36,15,2/15/2006 5:05
36,81,2/15/2006 5:05
36,171,2/15/2006 5:05
36,231,2/15/2006 5:05
36,245,2/15/2006 5:05
36,283,2/15/2006 5:05
36,380,2/15/2006 5:05
36,381,2/15/2006 5:05
36,387,2/15/2006 5:05
36,390,2/15/2006 5:05
36,410,2/15/2006 5:05
36,426,2/15/2006 5:05
36,427,2/15/2006 5:05
36,453,2/15/2006 5:05
36,466,2/15/2006 5:05
36,484,2/15/2006 5:05
36,493,2/15/2006 5:05
36,499,2/15/2006 5:05
36,569,2/15/2006 5:05
36,590,2/15/2006 5:05
36,600,2/15/2006 5:05
36,714,2/15/2006 5:05
36,715,2/15/2006 5:05
36,716,2/15/2006 5:05
36,731,2/15/2006 5:05
36,875,2/15/2006 5:05
36,915,2/15/2006 5:05
